Data exported from Energy Quantified
https://energyquantified.com


;;;;2025-04-01 18:00;2025-04-01 18:00;2025-04-01 12:00;2025-04-01 12:00;2025-04-01 12:00
;;;;gfs-ens;gfs;gfs-ens;gfs;ec-ens
Date;TZ;FR Hydro Precipitation Energy MWh H Synthetic;FR Hydro Precipitation Energy MWh H Normal;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast
2025-03-21 00:00;+01:00;2222741;1452191.0000000002;;;;;
2025-03-22 00:00;+01:00;1561575;1331511.0000000002;;;;;
2025-03-23 00:00;+01:00;657345;1209179.4000000001;;;;;
2025-03-24 00:00;+01:00;345479;1084834.8;;;;;
2025-03-25 00:00;+01:00;-4069;958190.6;;;;;
2025-03-26 00:00;+01:00;-131068;829057.7999999999;;;;;
2025-03-27 00:00;+01:00;-128602;697338.7999999999;;;;;
2025-03-28 00:00;+01:00;-66643;563033.7999999999;;;;;
2025-03-29 00:00;+01:00;-141605;427375.69999999995;;;;;
2025-03-30 00:00;+01:00;-198373;289360.1;;;;;
2025-03-31 00:00;+02:00;-107760;158892.8;;;;;
