Data exported from Energy Quantified
https://energyquantified.com


;;;;2024-03-31 18:00;2024-03-31 18:00;2024-03-31 12:00;2024-03-31 12:00;2024-03-31 12:00
;;;;gfs-ens;gfs;gfs-ens;gfs;ec-ens
Date;TZ;FR Hydro Precipitation Energy MWh H Synthetic;FR Hydro Precipitation Energy MWh H Normal;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast;FR Hydro Precipitation Energy MWh H Forecast
2024-03-16 00:00;+01:00;2826539;1898020.7999999996;;;;;
2024-03-17 00:00;+01:00;2845040;1778397.5999999996;;;;;
2024-03-18 00:00;+01:00;2835450;1659631.1999999997;;;;;
2024-03-19 00:00;+01:00;2555598;1541167.1999999997;;;;;
2024-03-20 00:00;+01:00;2677175;1422467.9999999998;;;;;
2024-03-21 00:00;+01:00;2794557;1303017.5999999999;;;;;
2024-03-22 00:00;+01:00;2915451;1182338.4;;;;;
2024-03-23 00:00;+01:00;3050019;1060008;;;;;
2024-03-24 00:00;+01:00;2884474;935664;;;;;
2024-03-25 00:00;+01:00;2830747;809020.8;;;;;
2024-03-26 00:00;+01:00;2900210;679888.8;;;;;
2024-03-27 00:00;+01:00;1931146;548169.6;;;;;
2024-03-28 00:00;+01:00;1414121;413865.6;;;;;
2024-03-29 00:00;+01:00;1105146;278208;;;;;
2024-03-30 00:00;+01:00;393005;140193.6;;;;;
2024-03-31 00:00;+01:00;895137;148336.2;980481;898301;1017380;1078966;1206778
